O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,constituency,constituency_id,pk,District,Constituency Type,position,Gender
4,ASHOK KUMAR.S,New Generation People’s Party,257,0,257,0.15,Kolathur,13,13-4,Chennai,General,10,M
5,J.ARUMUGAM,Amma Makkal Munnettra Kazagam,1075,5,1080,0.62,Kolathur,13,13-5,Chennai,General,7,M
6,ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,0,69,0.04,Kolathur,13,13-6,Chennai,General,21,M
7,F.CAMILUS SELVA,Naam Tamilar Katchi,11234,45,11279,6.51,Kolathur,13,13-7,Chennai,General,4,M
8,A.SEETHA,Bahujan Dravida Party,41,0,41,0.02,Kolathur,13,13-8,Chennai,General,27,F
9,SURESH,Tamil Nadu Ilangyar Katchi,619,1,620,0.36,Kolathur,13,13-9,Chennai,General,9,M
10,S.SURESHKUMAR,Makkalatchi Katchi,38,5,43,0.02,Kolathur,13,13-10,Chennai,General,26,M
11,D.SURESHBABU,Desiya Makkal Sakthi Katchi,87,0,87,0.05,Kolathur,13,13-11,Chennai,General,19,M
12,E.RAJENDRAN,Anna MGR Dravida Makkal Kalgam,25,5,30,0.02,Kolathur,13,13-12,Chennai,General,34,M
13,M.RAJENDRAN,National Democratic Party of South India,65,0,65,0.04,Kolathur,13,13-13,Chennai,General,22,M
14,VIVEKRAJ.J,Thamizhaga Munnetra Congress,116,0,116,0.07,Kolathur,13,13-14,Chennai,General,15,M
15,G.VELMURUGAN,Shiv Sena,130,2,132,0.08,Kolathur,13,13-15,Chennai,General,13,M
16,A.JAGADISH KUMAR,Makkal Needhi Maiam,13989,87,14076,8.12,Kolathur,13,13-16,Chennai,General,3,M
17,AGNI SRI RAMACHANDRAN,Independent,680,1,681,0.39,Kolathur,13,13-17,Chennai,General,8,M
18,L.KATHIRESAN,Independent,118,0,118,0.07,Kolathur,13,13-18,Chennai,General,14,M
19,SATHIYASEELAN,Independent,86,0,86,0.05,Kolathur,13,13-19,Chennai,General,20,M
20,V.SURESHKUMAR,Independent,22,0,22,0.01,Kolathur,13,13-20,Chennai,General,36,M
21,J.SURIYAMUTHU,Independent,109,1,110,0.06,Kolathur,13,13-21,Chennai,General,16,M
22,M.A.S. SENTHIL KUMAR,Independent,32,1,33,0.02,Kolathur,13,13-22,Chennai,General,33,M
23,P.SENTHIL KUMAR,Independent,38,0,38,0.02,Kolathur,13,13-23,Chennai,General,29,M
24,R.SELVAM,Independent,32,1,33,0.02,Kolathur,13,13-24,Chennai,General,32,M
25,DIVYA,Independent,180,1,181,0.1,Kolathur,13,13-25,Chennai,General,12,F
26,DEVIKARANI,Independent,37,0,37,0.02,Kolathur,13,13-26,Chennai,General,31,F
27,AL. NARESH KUMAR,Independent,198,0,198,0.11,Kolathur,13,13-27,Chennai,General,11,M
28,NIRMALA DEVI,Independent,29,0,29,0.02,Kolathur,13,13-28,Chennai,General,35,F
29,D.NILAMANI,Independent,44,1,45,0.03,Kolathur,13,13-29,Chennai,General,25,F
30,K. PANNERSELVAM,Independent,38,2,40,0.02,Kolathur,13,13-30,Chennai,General,28,M
31,MALARVIZHI,Independent,92,0,92,0.05,Kolathur,13,13-31,Chennai,General,18,F
32,MIRZA SAFDAR ALI,Independent,97,0,97,0.06,Kolathur,13,13-32,Chennai,General,17,M
33,RAMA DEVI,Independent,61,0,61,0.04,Kolathur,13,13-33,Chennai,General,23,F
34,B.VIJAYA KUMAR,Independent,18,0,18,0.01,Kolathur,13,13-34,Chennai,General,37,M
35,C.JEEVAKUMAR,Independent,52,0,52,0.03,Kolathur,13,13-35,Chennai,General,24,M
36,P.HARISHKUMAR,Independent,38,0,38,0.02,Kolathur,13,13-36,Chennai,General,30,M
37,NOTA,None of the Above,1518,11,1529,0.88,Kolathur,13,13-37,Chennai,General,5,Not Applicable
1,D.Subamangalam,Desiya Murpokku Dravida Kazhagam,1081,13,1094,0.76,Villivakkam,14,14-1,Chennai,General,6,F
2,A.Palanivel,Bahujan Samaj Party,221,1,222,0.15,Villivakkam,14,14-2,Chennai,General,9,M
3,J.C.D.Prabhakar,All India Anna Dravida Munnetra Kazhagam,38601,289,38890,26.99,Villivakkam,14,14-3,Chennai,General,2,M
4,A . Vetriazhagan,Dravida Munnetra Kazhagam,75347,780,76127,52.83,Villivakkam,14,14-4,Chennai,General,1,M
5,L.Govindaraj,Nam India Naam Indiyar Katchi,188,1,189,0.13,Villivakkam,14,14-5,Chennai,General,12,M
6,S. Raju Bharathi,Desiya Makkal Sakthi Katchi,88,0,88,0.06,Villivakkam,14,14-6,Chennai,General,15,M
7,Jagadesh Jayakumar,Valamaana  Tamizhagam   Katchi,261,0,261,0.18,Villivakkam,14,14-7,Chennai,General,8,M
8,R.Sridar,Naam Tamilar Katchi,10846,68,10914,7.57,Villivakkam,14,14-8,Chennai,General,4,M
9,Sriharan,Makkal Needhi Maiam,13282,82,13364,9.27,Villivakkam,14,14-9,Chennai,General,3,M
10,C.A.Ashok Kumar,Independent,39,1,40,0.03,Villivakkam,14,14-10,Chennai,General,21,M
11,A . Ajith Kumar,Independent,80,0,80,0.06,Villivakkam,14,14-11,Chennai,General,16,M
12,G.Iyanar,Independent,34,2,36,0.02,Villivakkam,14,14-12,Chennai,General,22,M
13,S.Kandasamy,Independent,68,6,74,0.05,Villivakkam,14,14-13,Chennai,General,17,M
14,M.Gunasekaran,Independent,206,0,206,0.14,Villivakkam,14,14-14,Chennai,General,10,M
15,A.S.Kumar,Independent,42,0,42,0.03,Villivakkam,14,14-15,Chennai,General,20,M
16,S.Chandrika,Independent,193,1,194,0.13,Villivakkam,14,14-16,Chennai,General,11,F
17,Syed Rayhan,Independent,409,0,409,0.28,Villivakkam,14,14-17,Chennai,General,7,M
18,G. Devapriyan,Independent,27,0,27,0.02,Villivakkam,14,14-18,Chennai,General,23,M
19,S.Baskar,Independent,171,0,171,0.12,Villivakkam,14,14-19,Chennai,General,13,M
20,M.Murali Vinodh,Independent,98,0,98,0.07,Villivakkam,14,14-20,Chennai,General,14,M
21,C.Mohan,Independent,54,0,54,0.04,Villivakkam,14,14-21,Chennai,General,18,M
22,C.Raghul,Independent,24,1,25,0.02,Villivakkam,14,14-22,Chennai,General,24,M
23,M .Jalal,Independent,43,0,43,0.03,Villivakkam,14,14-23,Chennai,General,19,M
24,NOTA,None of the Above,1430,14,1444,1.0,Villivakkam,14,14-24,Chennai,General,5,Not Applicable
1,KALYANI.P.L,All India Anna Dravida Munnetra Kazhagam,26602,112,26714,19.98,Thiru-Vi-Ka-Nagar,15,15-1,Chennai,SC,2,F
2,SIVAKUMAR.P,Dravida Munnetra Kazhagam,81283,444,81727,61.13,Thiru-Vi-Ka-Nagar,15,15-2,Chennai,SC,1,M
3,SEKAR.M.P,Desiya Murpokku Dravida Kazhagam,1785,2,1787,1.34,Thiru-Vi-Ka-Nagar,15,15-3,Chennai,SC,5,M
4,BAGAVATH SINGH.M,Bahujan Samaj Party,352,3,355,0.27,Thiru-Vi-Ka-Nagar,15,15-4,Chennai,SC,7,M
5,ILLAVANJI.Dr.R,Naam Tamilar Katchi,10892,29,10921,8.17,Thiru-Vi-Ka-Nagar,15,15-5,Chennai,SC,3,F
6,OBATH.S,Makkal Needhi Maiam,9670,40,9710,7.26,Thiru-Vi-Ka-Nagar,15,15-6,Chennai,SC,4,M
7,PRABHAKARAN.K,Makkalatchi Katchi,78,1,79,0.06,Thiru-Vi-Ka-Nagar,15,15-7,Chennai,SC,15,M
8,RAVIKUMAR.S,Republican Party of India  (Sivaraj),62,0,62,0.05,Thiru-Vi-Ka-Nagar,15,15-8,Chennai,SC,17,M
9,RAVIPARAIYANAR.D,Republican Party of India (Athawale),41,0,41,0.03,Thiru-Vi-Ka-Nagar,15,15-9,Chennai,SC,20,M
10,UDAYA CHANDRAN .R,Independent,76,1,77,0.06,Thiru-Vi-Ka-Nagar,15,15-10,Chennai,SC,16,M
11,KALYANI.K,Independent,128,1,129,0.1,Thiru-Vi-Ka-Nagar,15,15-11,Chennai,SC,11,F
12,KOLANJI.M,Independent,85,0,85,0.06,Thiru-Vi-Ka-Nagar,15,15-12,Chennai,SC,14,M
13,GOVINDARAJ.G,Independent,33,0,33,0.02,Thiru-Vi-Ka-Nagar,15,15-13,Chennai,SC,23,M
14,SANTHANU.S,Independent,38,0,38,0.03,Thiru-Vi-Ka-Nagar,15,15-14,Chennai,SC,21,M
15,SIHAMANI.G,Independent,213,1,214,0.16,Thiru-Vi-Ka-Nagar,15,15-15,Chennai,SC,8,M
16,SUNDAR.G,Independent,144,0,144,0.11,Thiru-Vi-Ka-Nagar,15,15-16,Chennai,SC,9,M
17,SELVAKUMAR.A,Independent,136,0,136,0.1,Thiru-Vi-Ka-Nagar,15,15-17,Chennai,SC,10,M
18,SEKAR.E,Independent,124,1,125,0.09,Thiru-Vi-Ka-Nagar,15,15-18,Chennai,SC,12,M
19,PREMKUMAR.G,Independent,44,0,44,0.03,Thiru-Vi-Ka-Nagar,15,15-19,Chennai,SC,19,M
20,BIRLABOSE.M,Independent,29,0,29,0.02,Thiru-Vi-Ka-Nagar,15,15-20,Chennai,SC,24,M
21,MALATHI.S,Independent,57,0,57,0.04,Thiru-Vi-Ka-Nagar,15,15-21,Chennai,SC,18,F
22,RANGANATHAN.M,Independent,37,0,37,0.03,Thiru-Vi-Ka-Nagar,15,15-22,Chennai,SC,22,M
23,RAMESH BABU.M,Independent,105,1,106,0.08,Thiru-Vi-Ka-Nagar,15,15-23,Chennai,SC,13,M
24,NOTA,None of the Above,1042,4,1046,0.78,Thiru-Vi-Ka-Nagar,15,15-24,Chennai,SC,6,Not Applicable
1,K.P.SUNDARAPRATHABAN,Bahujan Samaj Party,357,4,361,0.3,Egmore,16,16-1,Chennai,General,8,M
2,I.PARANTHAMEN,Dravida Munnetra Kazhagam,68160,672,68832,57.71,Egmore,16,16-2,Chennai,General,1,M
3,T.PRABHU,Desiya Murpokku Dravida Kazhagam,1270,23,1293,1.08,Egmore,16,16-3,Chennai,General,5,M
4,B.JOHN PANDIAN,All India Anna Dravida Munnetra Kazhagam,29729,335,30064,25.21,Egmore,16,16-4,Chennai,General,2,M
5,P.GEETHA LAKSHMI,Naam Tamilar Katchi,6237,39,6276,5.26,Egmore,16,16-5,Chennai,General,4,F
6,J.CHANDRAKALA,Lok Jan Shakti Party,91,1,92,0.08,Egmore,16,16-6,Chennai,General,12,F
7,U. PRIYADARSINI,Makkal Needhi Maiam,9933,57,9990,8.38,Egmore,16,16-7,Chennai,General,3,F
8,R.REVANTH,Anaithu Makkal Arasiyal Katchi,45,0,45,0.04,Egmore,16,16-8,Chennai,General,15,M
9,G.SHEEJA,Nam India Naam Indiyar Katchi,55,0,55,0.05,Egmore,16,16-9,Chennai,General,14,F
10,N.ARAVINTH KUMAR,Independent,38,0,38,0.03,Egmore,16,16-10,Chennai,General,17,M
11,V.ESWARAN,Independent,22,4,26,0.02,Egmore,16,16-11,Chennai,General,19,M
12,M.UTHAYAKUMAR,Independent,39,2,41,0.03,Egmore,16,16-12,Chennai,General,16,M
13,Dr.N. GUNASEKAR,Independent,107,2,109,0.09,Egmore,16,16-13,Chennai,General,10,M
14,V.SEKAR,Independent,26,2,28,0.02,Egmore,16,16-14,Chennai,General,18,M
15,A.PARANTHAMAN,Independent,98,0,98,0.08,Egmore,16,16-15,Chennai,General,11,M
16,V. PRABHU,Independent,491,1,492,0.41,Egmore,16,16-16,Chennai,General,7,M
17,G.R.RAJENDRAN,Independent,82,2,84,0.07,Egmore,16,16-17,Chennai,General,13,M
18,S.JAYAKALPANA,Independent,171,0,171,0.14,Egmore,16,16-18,Chennai,General,9,F
19,NOTA,None of the Above,1167,9,1176,0.99,Egmore,16,16-19,Chennai,General,6,Not Applicable
1,KUMAR.S,Bahujan Samaj Party,180,0,180,0.15,Royapuram,17,17-1,Chennai,General,9,M
2,MURTHY.R.IDREAM,Dravida Munnetra Kazhagam,64095,329,64424,53.16,Royapuram,17,17-2,Chennai,General,1,M
3,JAYAKUMAR.D,All India Anna Dravida Munnetra Kazhagam,36458,187,36645,30.24,Royapuram,17,17-3,Chennai,General,2,M
4,KAMALI.S,Naam Tamilar Katchi,7923,30,7953,6.56,Royapuram,17,17-4,Chennai,General,4,F
5,GUNASEKARAN.S,Makkal Needhi Maiam,8139,27,8166,6.74,Royapuram,17,17-5,Chennai,General,3,M
6,MOHAN.A,Tipu Sultan Party,172,0,172,0.14,Royapuram,17,17-6,Chennai,General,10,M
7,RAMAJAYAM.C,Amma Makkal Munnettra Kazagam,1124,4,1128,0.93,Royapuram,17,17-7,Chennai,General,5,M
8,JAMES MARTIN.M,Tamil Nadu Ilangyar Katchi,554,3,557,0.46,Royapuram,17,17-8,Chennai,General,7,M
9,KARUNAKARAN.H,Independent,26,0,26,0.02,Royapuram,17,17-9,Chennai,General,24,M
10,KARTHICK.V,Independent,21,0,21,0.02,Royapuram,17,17-10,Chennai,General,25,M
11,KALIDASS.K.R,Independent,27,0,27,0.02,Royapuram,17,17-11,Chennai,General,22,M
12,GOKUL.G,Independent,52,0,52,0.04,Royapuram,17,17-12,Chennai,General,18,M
13,SATHISH.S,Independent,30,0,30,0.02,Royapuram,17,17-13,Chennai,General,21,M
14,SUGANTHAN.T,Independent,205,0,205,0.17,Royapuram,17,17-14,Chennai,General,8,M
15,SUNDARAPANDIAN.R,Independent,60,0,60,0.05,Royapuram,17,17-15,Chennai,General,14,M
16,SUBRAMANI.S.N,Independent,85,0,85,0.07,Royapuram,17,17-16,Chennai,General,13,M
17,CHELLAPPPAN.T,Independent,50,0,50,0.04,Royapuram,17,17-17,Chennai,General,19,M
18,SELVAKUMAR.J,Independent,133,0,133,0.11,Royapuram,17,17-18,Chennai,General,11,M
19,DHANASEKARAN.G,Independent,109,0,109,0.09,Royapuram,17,17-19,Chennai,General,12,M
20,DINAKARAN.S,Independent,56,0,56,0.05,Royapuram,17,17-20,Chennai,General,16,M
21,PRASATH.K,Independent,58,0,58,0.05,Royapuram,17,17-21,Chennai,General,15,M
22,PRABHAKARAN.V,Independent,55,0,55,0.05,Royapuram,17,17-22,Chennai,General,17,M
23,PRABHU.D,Independent,18,0,18,0.01,Royapuram,17,17-23,Chennai,General,26,M
24,MURTHY.T.C.S,Independent,42,1,43,0.04,Royapuram,17,17-24,Chennai,General,20,M
25,VINDHAN.A,Independent,10,0,10,0.01,Royapuram,17,17-25,Chennai,General,27,M
26,VELU.G,Independent,27,0,27,0.02,Royapuram,17,17-26,Chennai,General,23,M
27,NOTA,None of the Above,896,5,901,0.74,Royapuram,17,17-27,Chennai,General,6,Not Applicable
1,SEKARBABU. P.K,Dravida Munnetra Kazhagam,59073,244,59317,58.35,Harbour,18,18-1,Chennai,General,1,M
2,RAVIKUMAR. C,Bahujan Samaj Party,410,0,410,0.4,Harbour,18,18-2,Chennai,General,7,M
3,VINOJ. P. SELVAM,Bharatiya Janata Party,31971,72,32043,31.52,Harbour,18,18-3,Chennai,General,2,M
4,AHAMED FAZIL. M,Naam Tamilar Katchi,3345,12,3357,3.3,Harbour,18,18-4,Chennai,General,4,M
5,SANTHANA KRISHNAN. P,Amma Makkal Munnettra Kazagam,771,4,775,0.76,Harbour,18,18-5,Chennai,General,6,M
6,RAMESH. A,Makkal Needhi Maiam,3758,5,3763,3.7,Harbour,18,18-6,Chennai,General,3,M
7,ANANDRAJ. T.K,Independent,21,0,21,0.02,Harbour,18,18-7,Chennai,General,22,M
8,UDHAYAKUMAR. V,Independent,25,0,25,0.02,Harbour,18,18-8,Chennai,General,19,M
9,GANESH. S,Independent,68,0,68,0.07,Harbour,18,18-9,Chennai,General,11,M
10,KAMAL. J,Independent,45,2,47,0.05,Harbour,18,18-10,Chennai,General,13,M
11,KRISHNAKUMAR. G,Independent,22,0,22,0.02,Harbour,18,18-11,Chennai,General,21,M
12,SHANKAR. A,Independent,37,1,38,0.04,Harbour,18,18-12,Chennai,General,15,M
13,CHANDRAN. R,Independent,13,0,13,0.01,Harbour,18,18-13,Chennai,General,25,M
14,SIVARAMAN. G,Independent,40,0,40,0.04,Harbour,18,18-14,Chennai,General,14,M
15,ZIONRAJ. M,Independent,18,0,18,0.02,Harbour,18,18-15,Chennai,General,24,M
16,SURESH. R,Independent,117,0,117,0.12,Harbour,18,18-16,Chennai,General,10,M
17,SELVAM. P,Independent,247,0,247,0.24,Harbour,18,18-17,Chennai,General,8,M
18,SELVAKUMAR. R,Independent,37,0,37,0.04,Harbour,18,18-18,Chennai,General,16,M
19,SELVARAJ. S,Independent,63,0,63,0.06,Harbour,18,18-19,Chennai,General,12,M
20,DAMODHARAN. A.G,Independent,20,0,20,0.02,Harbour,18,18-20,Chennai,General,23,M
21,NAGARAJ. S,Independent,10,0,10,0.01,Harbour,18,18-21,Chennai,General,28,M
22,PUGALENTHI. P,Independent,28,0,28,0.03,Harbour,18,18-22,Chennai,General,18,M
23,MAHALINGAM. D,Independent,10,0,10,0.01,Harbour,18,18-23,Chennai,General,29,M
24,RAGHUNATH. K,Independent,13,0,13,0.01,Harbour,18,18-24,Chennai,General,26,M
25,RAMESH. D,Independent,11,1,12,0.01,Harbour,18,18-25,Chennai,General,27,M
26,RAMKI. P,Independent,33,0,33,0.03,Harbour,18,18-26,Chennai,General,17,M
27,VIVEK RAM. A,Independent,166,0,166,0.16,Harbour,18,18-27,Chennai,General,9,M
28,SRINIVASAN. P,Independent,25,0,25,0.02,Harbour,18,18-28,Chennai,General,20,M
29,NOTA,None of the Above,909,3,912,0.9,Harbour,18,18-29,Chennai,General,5,Not Applicable
1,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam,92636,649,93285,67.89,Chepauk-Thiruvallikeni,19,19-1,Chennai,General,1,M
2,RAGHU C,Bahujan Samaj Party,715,8,723,0.53,Chepauk-Thiruvallikeni,19,19-2,Chennai,General,7,M
3,ABID BAKSHQ H HUSSAIN,Republican Party of India (Athawale),104,1,105,0.08,Chepauk-Thiruvallikeni,19,19-3,Chennai,General,15,M
4,RAVI M L,Desiya Makkal Sakthi Katchi,89,0,89,0.06,Chepauk-Thiruvallikeni,19,19-4,Chennai,General,16,M
5,RAJENDRAN L,Amma Makkal Munnettra Kazagam,1865,8,1873,1.36,Chepauk-Thiruvallikeni,19,19-5,Chennai,General,6,M
6,KASSALI A.V.A,Pattali Makkal Katchi,23763,167,23930,17.42,Chepauk-Thiruvallikeni,19,19-6,Chennai,General,2,M
7,TABREZ,Tipu Sultan Party,366,1,367,0.27,Chepauk-Thiruvallikeni,19,19-7,Chennai,General,9,M
8,MOHAMMED IDRIS K,Indiya Jananayaka Katchi,4090,6,4096,2.98,Chepauk-Thiruvallikeni,19,19-8,Chennai,General,4,M
9,MOHAMED RIOZ,Anaithu Makkal Arasiyal Katchi,112,0,112,0.08,Chepauk-Thiruvallikeni,19,19-9,Chennai,General,13,M
10,JAYASIMMARAJA  S M,Naam Tamilar Katchi,9170,23,9193,6.69,Chepauk-Thiruvallikeni,19,19-10,Chennai,General,3,M
11,ANANDAN  K,Independent,87,1,88,0.06,Chepauk-Thiruvallikeni,19,19-11,Chennai,General,17,M
12,KANNAN C,Independent,63,2,65,0.05,Chepauk-Thiruvallikeni,19,19-12,Chennai,General,19,M
13,Ganesan P,Independent,39,0,39,0.03,Chepauk-Thiruvallikeni,19,19-13,Chennai,General,25,M
14,KRISHNADASAN S,Independent,57,0,57,0.04,Chepauk-Thiruvallikeni,19,19-14,Chennai,General,20,M
15,CHANDRANATHAN S,Independent,118,0,118,0.09,Chepauk-Thiruvallikeni,19,19-15,Chennai,General,12,M
16,SRINIVASAN,Independent,138,1,139,0.1,Chepauk-Thiruvallikeni,19,19-16,Chennai,General,11,M
17,SENTHIL KUMAR H,Independent,244,0,244,0.18,Chepauk-Thiruvallikeni,19,19-17,Chennai,General,10,M
18,DILLIRAJ P,Independent,49,0,49,0.04,Chepauk-Thiruvallikeni,19,19-18,Chennai,General,23,M
19,NAGARAJAN,Independent,109,1,110,0.08,Chepauk-Thiruvallikeni,19,19-19,Chennai,General,14,M
20,BALAJI K,Independent,34,1,35,0.03,Chepauk-Thiruvallikeni,19,19-20,Chennai,General,26,M
21,BALAJI C,Independent,53,0,53,0.04,Chepauk-Thiruvallikeni,19,19-21,Chennai,General,21,M
22,MANIKANDAN E,Independent,49,1,50,0.04,Chepauk-Thiruvallikeni,19,19-22,Chennai,General,22,M
23,MADHANA GOPAL T,Independent,42,0,42,0.03,Chepauk-Thiruvallikeni,19,19-23,Chennai,General,24,M
24,MOHAMMED HUSSAIN,Independent,33,1,34,0.02,Chepauk-Thiruvallikeni,19,19-24,Chennai,General,27,M
25,MUNIYANDI,Independent,81,0,81,0.06,Chepauk-Thiruvallikeni,19,19-25,Chennai,General,18,M
26,RAVI E,Independent,353,14,367,0.27,Chepauk-Thiruvallikeni,19,19-26,Chennai,General,8,M
27,NOTA,None of the Above,2047,14,2061,1.5,Chepauk-Thiruvallikeni,19,19-27,Chennai,General,5,Not Applicable
1,EZHILAN N,Dravida Munnetra Kazhagam,71437,430,71867,52.87,Thousand Lights,20,20-1,Chennai,General,1,M
2,KUSHBOO SUNDAR,Bharatiya Janata Party,39237,168,39405,28.99,Thousand Lights,20,20-2,Chennai,General,2,F
3,WILLIAMS D,Bahujan Samaj Party,245,1,246,0.18,Thousand Lights,20,20-3,Chennai,General,7,M
4,K M SHARIFF,Makkal Needhi Maiam,11769,22,11791,8.67,Thousand Lights,20,20-4,Chennai,General,3,M
5,DOMNIC A,Nam India Naam Indiyar Katchi,72,0,72,0.05,Thousand Lights,20,20-5,Chennai,General,11,M
6,RIAZ(A) SYED ZAKEERULLA,Anaithu Makkal Arasiyal Katchi,52,0,52,0.04,Thousand Lights,20,20-6,Chennai,General,17,M
7,VAIDHYANATHAN N,Amma Makkal Munnettra Kazagam,1145,10,1155,0.85,Thousand Lights,20,20-7,Chennai,General,6,M
8,SHERINE AJ,Naam Tamilar Katchi,8860,24,8884,6.54,Thousand Lights,20,20-8,Chennai,General,4,F
9,SANJEEVI S,Independent,66,0,66,0.05,Thousand Lights,20,20-9,Chennai,General,12,M
10,SUDAKAR R,Independent,63,3,66,0.05,Thousand Lights,20,20-10,Chennai,General,13,M
11,SEKAR K,Independent,30,1,31,0.02,Thousand Lights,20,20-11,Chennai,General,21,M
12,DEEBAN M,Independent,37,0,37,0.03,Thousand Lights,20,20-12,Chennai,General,20,M
13,NIRMAL KUMAR S,Independent,53,0,53,0.04,Thousand Lights,20,20-13,Chennai,General,16,M
14,P PARIMALA,Independent,47,0,47,0.03,Thousand Lights,20,20-14,Chennai,General,18,F
15,BABU A,Independent,65,0,65,0.05,Thousand Lights,20,20-15,Chennai,General,14,M
16,PARTHIBAN V,Independent,154,0,154,0.11,Thousand Lights,20,20-16,Chennai,General,10,M
17,MANIVANNAN N,Independent,229,0,229,0.17,Thousand Lights,20,20-17,Chennai,General,9,M
18,RADHA KRISHNAN S,Independent,230,1,231,0.17,Thousand Lights,20,20-18,Chennai,General,8,M
19,VELRAJ S,Independent,41,1,42,0.03,Thousand Lights,20,20-19,Chennai,General,19,M
20,A GEORGE BENNY,Independent,62,0,62,0.05,Thousand Lights,20,20-20,Chennai,General,15,M
21,NOTA,None of the Above,1381,4,1385,1.02,Thousand Lights,20,20-21,Chennai,General,5,Not Applicable
1,S. Gokula Indira,All India Anna Dravida Munnetra Kazhagam,52297,312,52609,31.87,Anna Nagar,21,21-1,Chennai,General,2,F
2,M.K. Mohan,Dravida Munnetra Kazhagam,79356,698,80054,48.49,Anna Nagar,21,21-2,Chennai,General,1,M
3,D. JeevithKumar,Bahujan Samaj Party,220,0,220,0.13,Anna Nagar,21,21-3,Chennai,General,8,M
4,Ansar Ahamed,Anaithu Makkal Arasiyal Katchi,69,0,69,0.04,Anna Nagar,21,21-4,Chennai,General,16,M
5,K.N. Gunasekaran,Amma Makkal Munnettra Kazagam,1163,6,1169,0.71,Anna Nagar,21,21-5,Chennai,General,6,M
6,S. Shankar,Naam Tamilar Katchi,10361,45,10406,6.3,Anna Nagar,21,21-6,Chennai,General,4,M
7,P. Dhanasekar,Nam India Naam Indiyar Katchi,59,0,59,0.04,Anna Nagar,21,21-7,Chennai,General,18,M
8,J. Nagaraj,New Generation People’s Party,53,0,53,0.03,Anna Nagar,21,21-8,Chennai,General,20,M
9,V. Paulraj Guna,Republican Party of India (Athawale),73,0,73,0.04,Anna Nagar,21,21-9,Chennai,General,15,M
10,S.D. Prabhakar,Tamil Nadu Ilangyar Katchi,406,2,408,0.25,Anna Nagar,21,21-10,Chennai,General,7,M
11,V. Ponraj,Makkal Needhi Maiam,17434,88,17522,10.61,Anna Nagar,21,21-11,Chennai,General,3,M
12,S. Yuvaraja,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,56,0,56,0.03,Anna Nagar,21,21-12,Chennai,General,19,M
13,M. Veriyandi,Anna MGR Dravida Makkal Kalgam,32,0,32,0.02,Anna Nagar,21,21-13,Chennai,General,21,M
14,L. Kasinathan,Independent,74,0,74,0.04,Anna Nagar,21,21-14,Chennai,General,14,M
15,P.E. Gopinath,Independent,62,0,62,0.04,Anna Nagar,21,21-15,Chennai,General,17,M
16,S. Sathyanarayanan,Independent,158,0,158,0.1,Anna Nagar,21,21-16,Chennai,General,9,M
17,K. Sathish Kumar,Independent,125,0,125,0.08,Anna Nagar,21,21-17,Chennai,General,11,M
18,R. Saravanan,Independent,122,0,122,0.07,Anna Nagar,21,21-18,Chennai,General,12,M
19,V.M. Nagarajan,Independent,84,2,86,0.05,Anna Nagar,21,21-19,Chennai,General,13,M
20,P. Manimaran,Independent,13,0,13,0.01,Anna Nagar,21,21-20,Chennai,General,23,M
21,M. Manokaran,Independent,27,0,27,0.02,Anna Nagar,21,21-21,Chennai,General,22,M
22,A. Jayaprakash,Independent,12,0,12,0.01,Anna Nagar,21,21-22,Chennai,General,24,M
23,Hari Shankar,Independent,141,1,142,0.09,Anna Nagar,21,21-23,Chennai,General,10,M
24,NOTA,None of the Above,1529,16,1545,0.94,Anna Nagar,21,21-24,Chennai,General,5,Not Applicable
1,B.PARTHASARATHY,Desiya Murpokku Dravida Kazhagam,1584,1,1585,0.94,Virugampakkam,22,22-1,Chennai,General,6,M
2,AMV.PRABHAKARA RAJA,Dravida Munnetra Kazhagam,73814,537,74351,43.97,Virugampakkam,22,22-2,Chennai,General,1,M
3,VIRUGAI V.N.RAVI,All India Anna Dravida Munnetra Kazhagam,55526,458,55984,33.11,Virugampakkam,22,22-3,Chennai,General,2,M
4,M.S.ISMAIL KHAN,All India Jananayaka Makkal Kazhagam,206,3,209,0.12,Virugampakkam,22,22-4,Chennai,General,10,M
5,SENEGAN,Makkal Needhi Maiam,16871,68,16939,10.02,Virugampakkam,22,22-5,Chennai,General,3,M
6,G.THANIGACHALAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,90,0,90,0.05,Virugampakkam,22,22-6,Chennai,General,14,M
7,S.R.DINESH KUMAR,Anna MGR Dravida Makkal Kalgam,40,1,41,0.02,Virugampakkam,22,22-7,Chennai,General,26,M
8,R.PRABAHARAN,Tamizhaga Murpokku Makkal Katchi,63,2,65,0.04,Virugampakkam,22,22-8,Chennai,General,20,M
9,MANJU,Anaithu Makkal Arasiyal Katchi,89,1,90,0.05,Virugampakkam,22,22-9,Chennai,General,15,F
10,G.RAVI,Rashtriya Janata Dal,69,4,73,0.04,Virugampakkam,22,22-10,Chennai,General,17,M
11,T.S.RAJENDRAN,Naam Tamilar Katchi,10153,32,10185,6.02,Virugampakkam,22,22-11,Chennai,General,4,M
12,M.ELLANGOVAN,Independent,68,4,72,0.04,Virugampakkam,22,22-12,Chennai,General,18,M
